source,productid,mobilename,userid,review,rating,reviewdate
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",BISWARUP GHOSH,...NO DOUBT ABOUT IPHONE 16. CAMERA IS EXCELLENT.BATTERY IS MODERATE. DISPLAY IS MUCH BETTER,,6 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Sanjeev Bhati,...Amazing iphone ever .Camera is great and inland feel is amazing.Thanks flipkart,,1 day ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Sougata Roy,...Intelligence is not available out of the box.Camera quality is awesome.,,"Sep, 2024"
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Abhijeet  Modak,...Very nice phone. I got this in BBD.Camera quality is superb.,,7 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Rohan Bhosale,...Cameras Quality is Too Good Photos Click like a DSLR camera ❤️,,2 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Yash Vishwakarma,...Camera is  so good and have 5x optical zoom�,,2 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Pankaj Dhalwal,...The quality of the camera is very low while the 12 MP camera of the iPhone X is 100 times better.,,5 months ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Rinku singh,...Nyc Phone with the camera quality,,4 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Saurabh Suman,...Camera is good in terms of videography.But for photography I will not recommend,,4 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Rohan Bhosale,...Camera Quality is too Good Photos shoot like a DSLR Camera ❤️,,2 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Zahid Ansari,...comfortable to keep in pocket..good display size..camera quality Is good ..and abt performance of battery little bit,,4 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Santharao,...Excellent performanceGood camera qualityGood design,,7 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Shahil  Ansari,...Everything is fine and the camera is also very good.�,,7 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Lalu Kumar,...Camera quality is excellentBattery backup is durablePerformence is,,1 month ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Aman Raj,...BEST CAMERA QUALITY AS ALWAYS AND OVERALL LOVED IT VERY MUCH.,,3 months ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Anonymous,,,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Shailesh  Raval,...Bad camera qualityBad display lightTouch not goodBattery,,5 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Deepumon  Pillai,"...I am really disappointed by the camera, but I noticed a slight quality improvement with a third-party camera app.",,6 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Nayan Narsinghani,"...performance and impressive sound quality.However, the camera quality is poor.If you're someone who prioritizes camera",,2 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Revan S  s,...Camera is not good very bad50mp is worst than 2mp lava camera,,6 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",subodh kumar,...Camera is not at all good in this phone.rest is good.,,6 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Manoj  Kumar Saw,...Nice product at this price.The camera and its features are impressive.Look wise it's nice. The battery also impressed,,6 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Hirakjyoti Baruah,...Camera is bad.Rest looking fine,,1 month ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Arun Kumar Sharma,...Camera is okk...,,4 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Flipkart Customer,...Camera 📸 vary bad..,,2 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Mahendra Dhiwar,...Phone is Very Good but Camera is Below Average �,,4 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Rabbani  Sk,...Camera not good.Remaining everything good. No heating issue,,2 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Suryakanta Barik,...Worst camera I have seen in this segment.,,3 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",NETAJI P,...The front camera is not good enough.Apart from that the phone is excellent.,,4 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Saras Sachan,...Product...Awesome Design...Big Battery...Nice Camera...Sound quality is best....Thank You Flipkart,,3 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Rahman  M A,...Nice mobile except camera,,1 month ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Hareesh Nulakala,...Camera super,,1 month ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",vignesh  c,...Good photos captureBattery 1dayPerformance super,,5 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Yusuf  Ansari,"...Back camera only single camera, and worst of money.Camera is very bad and battery backup not",,14 days ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Surendr kumar Maurya,...Poor quality camara,,6 days ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Pawan Pawar,"...Everything is good but, display and camera is little bit poor.",,6 months ago
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Anonymous,,,
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",ADHIL  mujeeb,"...Camera is Amazing, OS is superb, only downside is the speakers -you can use wavelet app to adjust that quality.",,3 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Prashant,...Camera - the main Camera is awesome but the telephoto is not that much clear and for video the 50mp telephoto lacks 4k .,,3 days ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",SEKH EZAZ,...Bast camera qualityBast mobile Phone,,4 days ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Sanjeet Prakash,"...The camera quality is surprisingly good, capturing clear and vibrant photos even in low light.",,4 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Flipkart Customer,"...but needs more improvement in the camera, ultra wide useless.",,25 days ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Nripen Bharali,...Camera quality is good and wide camera is unexpectedly good.,,4 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Rishabh Gupta,...The phone feels great in hand and has an excellent camera.,,3 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Flipkart Customer,"...Overall it's a good phone but the camera output is not as expected, picture edges are very smudgy!",,4 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Flipkart Customer,...And the camera is good but the processing of the pictures is excellent The portrait is average and the ultra wide is okok,,4 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",vivek roy,...The phone is very smooth and the camera surprisingly delivers crisp and clear pictures.,,6 days ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",KRISHNMOHAN MAHTO,...Premium qualityCamera qualityStyle buildPokei photo,,4 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Sarath V Nair,"...Very good phone normal use..not gameing, avarage camera.. but useful",,2 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Jeet Gurung,"...Camera's are awesome 💯 i really love it, know one can't provide this type of camera quality",,6 days ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Gargi Middya,...Just amezing phone camera quality wow �,,4 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Abdul Thoufiq,...1. Camera is good in well lit conditions.It struggles in low light.2. Screen is,,4 days ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Tapan Bhadviya,"...The camera is okay, not comparable to my previous Realme GT phone.",,4 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Shib Nath Tudu,...After using one month I rate this phone..1) Camera - 4.5/5.(Camera is really good. Picture is very,,2 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Pramod singh Narwariya,...The phone is great the camera is great but it's suffer little in night mode,,4 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Hemant  Sharma,...The phone is quite good The camera is good.But the battery is quite low side and the,,2 months ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Flipkart Customer,...LOVED THE CAMERA QUALITY.and i even compared it to my friend who,,1 month ago
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",Anonymous,,,
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Anand  maurya,...smartphone performanceOutstanding lookFadu's picture and camera qualityAI editing features,,1 month ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Amitoshkr Choubey,...review i have just purchased this phoneCamera rear 3.9/5 and front 4.2/5Display 4.1/5Battery 4.7/5Design 4.5/5,,6 days ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Basirul sekh,...The phone is awesome just the camera could be a little bit improved but otherwise the phone is a beast,,4 months ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Flipkart Customer,...But  cmf phone 2 pro is good choice in aspect of camera qualit,,5 months ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",P Dhananjaya Rao,"...Camera quality ok ok ,, colors stable and resoulution is not great ,, pixeling quality photo , front camera is good",,22 days ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Aman Raj,...Everything is superb but camera quality I'm managing,,1 month ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Flipkart Customer,...: 5/5 UltimatePerformance : 3/5 So SoCamera : 3/5 rating decreased coz of front cameraDisplay : 3/5 would be betterIP rating :,,3 days ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Subhayu Ghosh,...Just awesomeCamera : 4.3/5Display 4.5/5Performance 4.5/5Vapour cooling,,1 month ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",PAVAN MEEMROT,...Osm phone 🤳 best camera qualit,,2 months ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Akshay J. Bhore,"...series. So, the performance is top notch.The camera quality is also good.The calls and wifi works really well. No",,8 days ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",YOGENDRA MAURYA MAURYA,...Very good phone only camera quality is average.Runs smoothly. Battery lasts for upto 1,,3 months ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Ashik Alam,...But camera decent 50 mp camera work nice but 2x optical zoom very bad no details,,4 months ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Uday Salvi,"...The 50MP camera takes clear photos, and AI tools help remove unwanted objects from your images.",,4 months ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Flipkart Customer,...one of the best value for money phones.Camera: awesomeBattery: easily lasts 9 hours of usage.Display:,,1 month ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Ruturaj Panigrahi,...This product is very very cool 😊Camera is awesome ��Performance is also lag fre,,4 months ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Flipkart Customer,"...Using it from July nothing sort of problem, camera quality good 👍",,22 days ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",MARINENI PRAVEEN KUMAR  PRAVEEN KUMAR,...Camera pixels count is less .Battery consumption is more at idle .Display,,2 months ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",sudhanshu dobhal,"...performance is great,battery backup is good.No OIS camera quality is decent.",,4 months ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Sachin S S,...as anti flicker mode is not available.Another is HDR support and lack of OIS in camera,,2 months ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Anshu Jana,...The overall gadget is too good but the only which will not up to the mark is the camera.,,3 months ago
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",Anonymous,,,
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Stebin C ullas,"...The camera is a standout feature, capturing stunning images with great detail and color accuracy.",,1 month ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Munmun  Kundu,...Camera could be better and telescopic camera should be included and ultra wide camera should be more।,,6 days ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Chandra Prakash  Singh,"...Camera quality is awesomeGaming experience is awesomeDesign, performance",,3 days ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Nitin .,...1. Camera is stunning.2. Performance is amazing as the phone doesn't,,4 days ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",ANKIT GUPTA,...k mobile.. Realme should action this..On camera quality.. I hope camera issue will fixed by software,,1 day ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Flipkart Customer,...I didn't like the camera performance.SELF is best but not good for the REAR camera,,1 month ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Aviraj,...it s Dual 50MP Dual 4K camera makes my dog pictures look alive and detailed.,,1 month ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Kalpesh  Bhojaviya,...Mobile phone is good but the camera is decent,,5 days ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Brijesh,...Camera quality  especially in daylight  is superb  sharp images  natural colors  and great depth.,,1 month ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Dipankar Das,...Its feels like 12 mp camera 👎Hope future updates makes good camera qualit,,4 days ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Flipkart Customer,...Camera is 4.2 /5Battery performance is too good 5/5Display,,1 month ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Lakhavath Harikrishna,...I love vibrant mode day time is very good with ai features camera 🤳,,1 month ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Shivashanker,...Selfie camera is worst unable to manage the brightness and clarity,,2 days ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",B.V. Kumar,...looking good. Display is crisp and clear.Camera is awesome.Performance is very smooth. Battery backup,,6 days ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Arun Prasath,...Display and Performance is good.But camera is average quality.,,6 days ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Namita Tripathi,...Every things good about this phone except1) one camera is fake.,,27 days ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",jagadeesh chedella,"...Phone is good, need camera improvements.Good that the price has been increasing",,Today
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Siva Prasad,...camera is also giving output like over magnified images.,,1 month ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Rohit Jangir,...Camera- 3/5Battery - 4/5Display -5/5Design -5/5Performance,,3 days ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",ROHIT KUMAR,...The OIS in rear camera is excellent for video stabilization and night clicks.,,1 month ago
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",Anonymous,,,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Md. Altaf,...Camera quality too baad it's  sony camera 50mp no 8 mp camera full bluer,,5 days ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Nagaram  Upender,...Camera quality very poorDisplay brightness very dullCharging is,,2 months ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Flipkart Customer,...Everything else is good except camera.Cam is pretty basic n image quality is low.2 stars for camera. 4 stars for Everything,,4 days ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",RAMESH JANGIR,"...Camera not good , Picture quality not good",,2 months ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Arvind,...Camera quality is very bad..Special front cam,,1 day ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Siva gurunathan,...It's perfect work for my heavy usage.Camera very clear.,,17 days ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Mohammad Masihuddin,"...Don't buy this phone.Pathetic camera, both front and back.It's like old age micromax keypad cameras",,2 months ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Nitesh Meena,...Camera is very dull .,,2 months ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",CHETNA DOHRIYA,...The product is not as per the expectation 😔 the camera quality is not goo,,13 days ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Prasant Yadav,...charge the phone. No fast charging support.The camera is also not very good.No ear speaker so you have issues while,,1 month ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Shalini HR,...Don't like it because of the poor camera quality,,2 days ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Pardeep  Kumar,...Camera quality badh,,2 months ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Avijit  Ojha,...Camera quality is not good,,1 month ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Rajeswari V,...Very worst model .camera quality very worst,,11 days ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Virender Kumar,...Camera is not moregood but according to price the smart mobile,,1 month ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Biman Das,...GoodCamera very goodBattery long timeI love vivo phone❤️,,1 month ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Karthick M K,"...Selfie Camera only a draw-back, otherwise phone is very good",,21 days ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Nayara Sd,...Front camera design is not so good and camera quality is low,,1 month ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Prasanna Kumara,...This is worst product in i vivo history...Very bad camera... I feel very bad.. And i tried to refund,,2 months ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Laxmindra Yadav,...My expectation more than batter camera.,,5 days ago
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",Anonymous,,,
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Mukesh Mk,...Value of money.Good camera quality.Nice battry performance,,3 months ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Anchal Dixit,...Camera is awesomeBuild quality is great 👍Look greatFas,,2 months ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",rahul  agrawal,...at this rangeCons areHd plus displayCamera is not looks like 50 mpProsBatteryPerformanceLooks,,8 days ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Flipkart Customer,...Camera and display not goodBack camera not 50mp work in 16mpPhone working condition good,,2 months ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Veera Satyanarayana Majji,"...handling and demanding work environments.Camera is basic, meeting only essential needs.",,2 months ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Linku  Shree,...the size of display at the price range.Camera Average.Speed is fast..Overall Good purchaseShould,,21 days ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Sanjay Gohel,...Very good phone with excellent camera.Delivery is very fast,,19 days ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Hasibul Mullick,...It is a moderate but camera is good.,,3 days ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Smita Shinde,"...backup, design, performance value for money.Camera is not superb it's average.",,1 day ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Anirban Saha,...Battery life and processor is too good.but camera is average.,,19 days ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",ravikumar vemuri,...Phone is good but camera part I'm disappointed 😞 might be they can improve the camera par,,3 months ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Anoop kayal,...Best phone in the price categoryCamera works better than decentOnly issue faced in 2 months is heatingRest,,18 days ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Flipkart Customer,...Camera is nice.processor in such a price is incredible,,19 days ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Parkash Singh,...Camera quality is worst,,4 days ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Sumit Kumar,...Great phoneNicest cameraGreat phone designOne of the best phone,,19 days ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Harish Kumar,...Camara is very good and ai is fantastic 😍 overall phone is excellen,,2 months ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Flipkart Customer,"...working it's working smoothly, and fine.Nice camera and",,4 days ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Manish Singh,...Nice photo best camera,,26 days ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Rajiv  Kumar,"...life ,display is good performance beast .Camera is okay okay",,10 days ago
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Madhuri  Kumari,...quality excellent useful battery life.Camera welldon,,11 days ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",subhajit sadhukhan,"...Display:It looks awesome, check my imagesCamera: excellent picture and details capturedVideo: Front camera 4k awesome.Battery:",,"Sep, 2024"
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Sonia Sharma,...Camera quality is amazing 4k shots and many things.,,2 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,...Camera: The camera system is versatile and can take great photos in a variety of conditions.,,7 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Rajeevan Kakkokara,"...etc, then exynos is good for these tasks.The phone is great and camera is good.",,4 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Ashish Kumar Patel,"...wrost camera quality,never saatified in hand feel ..not good for money....i suggeust in this",,"Aug, 2024"
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,"...Product is bestLove the Camera qualityHeating problem with battery,it could be",,4 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Ashwini  Kamate,...The product is good 👍Camera quality Better clear skin tones,,3 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Sewanga Pulak  Dolakashoria,...Portrait camera mode and the primary camera on this phone is really nice.,,4 days ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,...Camera is top notch too and you can get some pretty good images.,,"Jun, 2024"
