source,productid,category,mobilename,sellingprice,mrp,discountoffering,rating,url,scraped_at
flipkart,COMH8EPFHZRD9YDC,laptops,DELL 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,55990.0,,,,https://www.flipkart.com/dell-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-3535-thin-light-laptop/p/itm277d6cd7790c2?pid=COMH8EPFHZRD9YDC&lid=LSTCOMH8EPFHZRD9YDCCMED2K&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_69&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMH8EPFHZRD9YDC.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHN4F7HVEHFUYW,laptops,ASUS Intel Core N Intel Processor N50 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1405CTA-S60622 Chromebo...,39499.0,39990.0,1% off,,https://www.flipkart.com/asus-intel-core-n-processor-n50-8-gb-128-gb-emmc-storage-chrome-os-cx1405cta-s60622-chromebook/p/itma4d51dacf143e?pid=COMHN4F7HVEHFUYW&lid=LSTCOMHN4F7HVEHFUYWLCTFPY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_70&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHN4F7HVEHFUYW.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHHAFFVHDWM5QB,laptops,ASUS Vivobook 15 (2026) with Office 2024 + M365 Basic(i3 14th Gen) Intel Core 3 14th Gen 100U - (8 GB/...,59990.0,84990.0,29% off,,https://www.flipkart.com/asus-vivobook-15-2026-office-2024-m365-basic-i3-14th-gen-intel-core-3-gen-100u-8-gb-512-gb-ssd-windows-11-home-x1504vap-bq1322ws-thin-light-laptop/p/itm8e8288a414a80?pid=COMHHAFFVHDWM5QB&lid=LSTCOMHHAFFVHDWM5QBI67SNE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_71&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHHAFFVHDWM5QB.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHBFRJJPDPHZ2H,laptops,HP Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0569TU Thin and Light Laptop,57890.0,69990.0,17% off,,https://www.flipkart.com/hp-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-15-fd0569tu-thin-light-laptop/p/itm8229e9aa059be?pid=COMHBFRJJPDPHZ2H&lid=LSTCOMHBFRJJPDPHZ2H0UBZAM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_72&otracker=search&fm=organic&iid=8a09b4b4-e81e-49c1-8dfd-528ab1219555.COMHBFRJJPDPHZ2H.SEARCH&ppt=sp&ppn=sp&ssid=1r10yejg4w0000001788947193474&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T09:46:13.810502
flipkart,COMHA9FK8YXVUUWA,laptops,Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 100e Chromebo...,20990,25100,16% off,,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-4-gb-32-gb-emmc-storage-chrome-os/p/itm041aea27f1885?pid=COMHA9FK8YXVUUWA&lid=LSTCOMHA9FK8YXVUUWAEISF9G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHA9FK8YXVUUWA.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHD8BGH99YFMNR,laptops,Neopticon BrowseBook Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) BBN40425614 Lap...,24999,29533,15% off,,https://www.flipkart.com/neopticon-browsebook-intel-celeron-dual-core-n4020-4-gb-256-gb-ssd-windows-11-home-bbn40425614-laptop/p/itm37acb99d8fded?pid=COMHD8BGH99YFMNR&lid=LSTCOMHD8BGH99YFMNRQ9MKZO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_3&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHD8BGH99YFMNR.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHKQA3FFDKKNHZ,laptops,ASUS Chromebook CX15 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CTA-S7025...,24990,,,,https://www.flipkart.com/asus-chromebook-cx15-intel-celeron-dual-core-n50-4-gb-64-gb-emmc-storage-chrome-os-cx1505cta-s70256-laptop/p/itm987fe58d63593?pid=COMHKQA3FFDKKNHZ&lid=LSTCOMHKQA3FFDKKNHZT4TS4R&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_4&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHKQA3FFDKKNHZ.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHBFRJEWGN4FMY,laptops,HP MSO 2024 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU / 15 - fd066...,50903,,,,https://www.flipkart.com/hp-mso-2024-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-15-fd0574tu-15-fd0668tu-thin-light-laptop/p/itmcb9e5b7b2d3fb?pid=COMHBFRJEWGN4FMY&lid=LSTCOMHBFRJEWGN4FMYNEJ3G6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_5&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHBFRJEWGN4FMY.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHNHH8FBHVAY2N,laptops,ASUS ROG Zephyrus G16 OLED (2026) Intel Core Ultra 9 386H - (32 GB/2 TB SSD/Windows 11 Home/12 GB Grap...,489990,593990,17% off,,https://www.flipkart.com/asus-rog-zephyrus-g16-oled-2026-intel-core-ultra-9-386h-32-gb-2-tb-ssd-windows-11-home-12-gb-graphics-nvidia-geforce-rtx-5070-ti-240-hz-gu606ar-tb039ws-gaming-laptop/p/itmdee0c1001d6a1?pid=COMHNHH8FBHVAY2N&lid=LSTCOMHNHH8FBHVAY2NVLQNF7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_6&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHNHH8FBHVAY2N.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHCC7ADKEWZPSJ,laptops,Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,33990,49990,32% off,,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itm0a262382dc927?pid=COMHCC7ADKEWZPSJ&lid=LSTCOMHCC7ADKEWZPSJD2YXTL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_7&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHCC7ADKEWZPSJ.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHFSGXHHSXD7MF,laptops,DELL 14 Microsoft Office Home 2024 Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5441 Thi...,64990,87704,25% off,,https://www.flipkart.com/dell-14-microsoft-office-home-2024-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-inspiron-5441-thin-light-laptop/p/itmb16ff5081b580?pid=COMHFSGXHHSXD7MF&lid=LSTCOMHFSGXHHSXD7MFSS6YFV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_8&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHFSGXHHSXD7MF.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMGT846VD2DQBG4,laptops,Primebook Wifi (2026 Model) MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Ligh...,17490,24990,30% off,,https://www.flipkart.com/primebook-wifi-2026-model-mediatek-mt8183-4-gb-64-gb-emmc-storage-prime-os-pb-thin-light-laptop/p/itmfd14d0fbf7736?pid=COMGT846VD2DQBG4&lid=LSTCOMGT846VD2DQBG4VPIAOU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_9&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMGT846VD2DQBG4.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHZZG7M4JZ5KZS,laptops,Acer Chromebook MediaTek Kompanio 540 - (4 GB/128 GB EMMC Storage/Chrome OS) CB315-8H Chromebook,34900,52999,34% off,,https://www.flipkart.com/acer-chromebook-mediatek-kompanio-540-4-gb-128-gb-emmc-storage-chrome-os-cb315-8h/p/itmea4932ad64851?pid=COMHZZG7M4JZ5KZS&lid=LSTCOMHZZG7M4JZ5KZSBKT7WR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_10&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHZZG7M4JZ5KZS.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMGMV6VQPNPGCBW,laptops,MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-445IN / ...,44990,,,,https://www.flipkart.com/msi-modern-14-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-c12m-445in-c12mo-1022in-thin-light-laptop/p/itmef8f5c6fd8e76?pid=COMGMV6VQPNPGCBW&lid=LSTCOMGMV6VQPNPGCBWBS1ZKN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_11&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMGMV6VQPNPGCBW.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMH6BCGNK3NGTE4,laptops,WarnerCann Hi5 pro Intel Core i5 12th Gen - (8 GB/256 GB SSD/Windows 11 Pro) Hi5 Pro Business Laptop B...,34566,56000,38% off,,https://www.flipkart.com/warnercann-hi5-pro-intel-core-i5-12th-gen-8-gb-256-gb-ssd-windows-11-pro-business-laptop/p/itm03fe2b09295a7?pid=COMH6BCGNK3NGTE4&lid=LSTCOMH6BCGNK3NGTE4S7UJUE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_12&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMH6BCGNK3NGTE4.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMGZUYDFZXHWYWZ,laptops,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,60990,78189,21% off,,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-np750xgj-lg6in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_13&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMGZUYDFZXHWYWZ.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMH2TPSVSGUVKY4,laptops,Acer Aspire Lite AMD Ryzen 3 Quad Core 5400U - (8 GB/256 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,39990,44990,11% off,,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5400u-8-gb-256-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSVSGUVKY4&lid=LSTCOMH2TPSVSGUVKY4MJENVA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_14&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMH2TPSVSGUVKY4.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHKQA3R42GHHJF,laptops,ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CTA-S6062...,24402,28990,15% off,,https://www.flipkart.com/asus-chromebook-cx14-intel-celeron-dual-core-n50-4-gb-64-gb-emmc-storage-chrome-os-cx1405cta-s60620-laptop/p/itm5a14f3731bf15?pid=COMHKQA3R42GHHJF&lid=LSTCOMHKQA3R42GHHJF2PWTQM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_15&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHKQA3R42GHHJF.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMH8Z2QRWQQZTCJ,laptops,ASUS Expertbook P1 with 1 Yr ADP(i3 14th Gen) Intel Core 3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 1...,47990,69990,31% off,,https://www.flipkart.com/asus-expertbook-p1-1-yr-adp-i3-14th-gen-intel-core-3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-p1403cva-s60343ws-thin-light-laptop/p/itm275e21a6deac0?pid=COMH8Z2QRWQQZTCJ&lid=LSTCOMH8Z2QRWQQZTCJ7QVQUG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_16&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMH8Z2QRWQQZTCJ.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMH2TPSM9V7V38F,laptops,Acer Aspire Lite AMD Ryzen 3 Quad Core 5400U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,46990,49990,6% off,,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5400u-8-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSM9V7V38F&lid=LSTCOMH2TPSM9V7V38FUK0ITB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_17&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMH2TPSM9V7V38F.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMH4B6CGZKHKUV3,laptops,Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,49990,66999,25% off,,https://www.flipkart.com/acer-aspire-3-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm707770fddc7e9?pid=COMH4B6CGZKHKUV3&lid=LSTCOMH4B6CGZKHKUV37HVWQK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_18&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMH4B6CGZKHKUV3.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMH7NCZGGGWQC4W,laptops,Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,35500,49990,28% off,,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-128-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZGGGWQC4W&lid=LSTCOMH7NCZGGGWQC4WQWLTBD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_19&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMH7NCZGGGWQC4W.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHCYMG83BGNQHH,laptops,Lenovo Chromebook 11IJL9 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) Chromeboo...,16990,36502,53% off,,https://www.flipkart.com/lenovo-chromebook-11ijl9-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os/p/itmd2a376187074e?pid=COMHCYMG83BGNQHH&lid=LSTCOMHCYMG83BGNQHHQNGMKF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_20&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHCYMG83BGNQHH.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHH6Q4E6HYUURM,laptops,HP 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0805AU Thin and Light Lapto...,58952,87179,32% off,,https://www.flipkart.com/hp-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-15-fc0805au-thin-light-laptop/p/itm044828973e180?pid=COMHH6Q4E6HYUURM&lid=LSTCOMHH6Q4E6HYUURMKTTSEK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHH6Q4E6HYUURM.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMH397XPF4Z3BMX,laptops,Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15 - 4...,54990,72999,24% off,,https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-as15-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XPF4Z3BMX&lid=LSTCOMH397XPF4Z3BMXL8O53G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMH397XPF4Z3BMX.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHD8BGPXTWVY3J,laptops,Neopticon BrowseBook Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) BBN40412814 Lap...,15989,25990,38% off,,https://www.flipkart.com/neopticon-browsebook-intel-celeron-dual-core-n4020-4-gb-128-gb-ssd-windows-11-home-bbn40412814-laptop/p/itm8249747b82715?pid=COMHD8BGPXTWVY3J&lid=LSTCOMHD8BGPXTWVY3JIBMJED&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_TrendingId_6bo%2Fb5g&srno=s_1_23&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHD8BGPXTWVY3J.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHDZVEE22P67WR,laptops,HP Victus AI AMD Ryzen 7 Octa Core 260 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,120928,,,,https://www.flipkart.com/hp-victus-ai-amd-ryzen-7-octa-core-260-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-15-fb3185ax-gaming-laptop/p/itm08bbf58218363?pid=COMHDZVEE22P67WR&lid=LSTCOMHDZVEE22P67WR32U1SH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=search&fm=organic&iid=7786910e-aed2-4ead-a9af-a663633b5311.COMHDZVEE22P67WR.SEARCH&ppt=None&ppn=None&ssid=5rm1xmgey80000001788948802284&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHZW7ATMPJXGDS,laptops,Acer One 15 AMD Ryzen 3 Octa Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) AO15-41M-G2 Notebook,42899,57500,25% off,,https://www.flipkart.com/acer-one-15-amd-ryzen-3-octa-core-7320u-8-gb-256-gb-ssd-windows-11-home-ao15-41m-g2-notebook/p/itmd10ebd21ce9cc?pid=COMHZW7ATMPJXGDS&lid=LSTCOMHZW7ATMPJXGDSMVDRMA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_25&otracker=search&fm=organic&iid=7f94d40e-390a-48ac-9797-29c1c4e5b1c2.COMHZW7ATMPJXGDS.SEARCH&ppt=sp&ppn=sp&ssid=y08kitb2dc0000001788948807273&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHGWQY66YNGVFK,laptops,ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windo...,44990,75990,40% off,,https://www.flipkart.com/asus-vivobook-15-2025-office-2024-m365-basic-intel-core-i3-13th-gen-8-gb-512-gb-ssd-windows-11-home-x1504va-d5321ws-thin-light-laptop/p/itma044347a6922b?pid=COMHGWQY66YNGVFK&lid=LSTCOMHGWQY66YNGVFKYKVYYT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_26&otracker=search&fm=organic&iid=7f94d40e-390a-48ac-9797-29c1c4e5b1c2.COMHGWQY66YNGVFK.SEARCH&ppt=sp&ppn=sp&ssid=y08kitb2dc0000001788948807273&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMGFHMJFHEDTDD4,laptops,Acer One 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) A114-43 Thin and Light Lap...,,,,,https://www.flipkart.com/acer-one-14-amd-ryzen-3-quad-core-7320u-8-gb-256-gb-ssd-windows-11-home-a114-43-thin-light-laptop/p/itm283f44123aab0?pid=COMGFHMJFHEDTDD4&q=laptops&store=6bo%2Fb5g&srno=s_2_28&otracker=search&fm=organic&iid=7f94d40e-390a-48ac-9797-29c1c4e5b1c2.COMGFHMJFHEDTDD4.SEARCH&ppt=sp&ppn=sp&ssid=y08kitb2dc0000001788948807273&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMH7NCZY2QDJ5Z4,laptops,Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,36882,45990,19% off,,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-512-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZY2QDJ5Z4&lid=LSTCOMH7NCZY2QDJ5Z4UF1VE8&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_29&otracker=search&fm=organic&iid=7f94d40e-390a-48ac-9797-29c1c4e5b1c2.COMH7NCZY2QDJ5Z4.SEARCH&ppt=sp&ppn=sp&ssid=y08kitb2dc0000001788948807273&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHNNKQR9FURZZQ,laptops,Acer Aspire 5 Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) A514-54H Notebook,69890,99990,30% off,,https://www.flipkart.com/acer-aspire-5-intel-core-ultra-125h-16-gb-512-gb-ssd-windows-11-home-a514-54h-notebook/p/itmd237a2b9aa3ad?pid=COMHNNKQR9FURZZQ&lid=LSTCOMHNNKQR9FURZZQIVFW7Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_30&otracker=search&fm=organic&iid=7f94d40e-390a-48ac-9797-29c1c4e5b1c2.COMHNNKQR9FURZZQ.SEARCH&ppt=sp&ppn=sp&ssid=y08kitb2dc0000001788948807273&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
flipkart,COMHM55EDFBDAHHZ,laptops,HP {2026} AMD Ryzen 5 Hexa Core 7535U - (8 GB/512 GB SSD/Windows 11 Home) 255R G10 Laptop,57990,65990,12% off,,https://www.flipkart.com/hp-2026-amd-ryzen-5-hexa-core-7535u-8-gb-512-gb-ssd-windows-11-home-255r-g10-laptop/p/itm1f7ad53b95048?pid=COMHM55EDFBDAHHZ&lid=LSTCOMHM55EDFBDAHHZLUEFMP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_31&otracker=search&fm=organic&iid=7f94d40e-390a-48ac-9797-29c1c4e5b1c2.COMHM55EDFBDAHHZ.SEARCH&ppt=sp&ppn=sp&ssid=y08kitb2dc0000001788948807273&qH=c06ea84a1e3dc3c6&ov_redirect=true,2026-09-09T10:13:19.274851
